iter	Logloss
133	0.3736348429
134	0.3728792166
135	0.3717802596
136	0.3709235558
137	0.3700650599
138	0.3694239649
139	0.3685074368
140	0.3675386529
141	0.3665354259
142	0.3658620904
143	0.3655869834
144	0.3647502648
145	0.3639051448
146	0.3631072889
147	0.3626065282
148	0.3614826497
149	0.3603766497
150	0.359380945
151	0.3582886192
152	0.3574272656
153	0.3564589799
154	0.3557685352
155	0.3549379241
156	0.3544934567
157	0.3536304047
158	0.3528673083
159	0.3518752341
160	0.3510551392
161	0.3503774607
162	0.3496140865
163	0.3487930004
164	0.3479582364
165	0.347259243
166	0.3463539234
167	0.3458700487
168	0.3452885137
169	0.3444195709
170	0.3433705862
171	0.3425351884
172	0.3419397876
173	0.3409324579
174	0.3402757205
175	0.3396240556
176	0.3390213667
177	0.3384876116
178	0.3378295292
179	0.3371616625
180	0.3362704047
181	0.3357285952
182	0.3346526233
183	0.3345939001
184	0.3339936376
185	0.3332750233
186	0.3327791925
187	0.3320226236
188	0.331225842
189	0.3305991992
190	0.3299731977
191	0.3292525956
192	0.3284232819
193	0.3276058704
194	0.3269740023
195	0.3262873382
196	0.3255562417
197	0.3250265569
198	0.324635642
199	0.3242060727
200	0.323248607
201	0.3226969199
202	0.3222271013
203	0.321596517
204	0.3208278223
205	0.3204331809
206	0.3196954643
207	0.3188811466
208	0.3183109705
209	0.3175056264
210	0.3170568022
211	0.3165479688
212	0.3159482519
213	0.3153260508
214	0.3147074119
215	0.3142518406
216	0.313782371
217	0.3133763311
218	0.3126557059
219	0.3117928177
220	0.3113542201
221	0.3109417665
222	0.3101941804
223	0.3098681156
224	0.309440234
225	0.3093771624
226	0.3087062914
227	0.3081770767
228	0.3075273697
229	0.306885253
230	0.3063400476
231	0.3057860617
232	0.305263057
233	0.3047596391
234	0.3042914961
235	0.3039271581
236	0.3035539199
237	0.3030242947
238	0.3026401198
239	0.3021491456
240	0.3017726867
241	0.3013414072
242	0.3009011047
243	0.3000886719
244	0.2997336258
245	0.299199559
246	0.2988396425
247	0.2982126887
248	0.2976832049
249	0.2971673171
250	0.2967181692
251	0.2962656746
252	0.2958017689
253	0.2952378709
254	0.2948295551
255	0.2942789527
256	0.2935921036
257	0.2931435913
258	0.2928645243
259	0.2925479463
260	0.292165516
261	0.2916544057
262	0.2912479185
263	0.2907575048
264	0.2904699756
265	0.2897455636
266	0.2895019508
267	0.2891912271
268	0.2887695518
269	0.2881477076
270	0.2877026512
271	0.2872694911
272	0.2868488567
273	0.2862507893
274	0.2857987961
275	0.2854211356
276	0.2850871913
277	0.2845990143
278	0.2843612745
279	0.2840725622
280	0.2836662121
281	0.2829991938
282	0.2824898725
283	0.2820815479
284	0.2817460983
285	0.2811561146
286	0.280891161
287	0.280633067
288	0.2803347107
289	0.2797133026
290	0.2793698507
291	0.278846696
292	0.2783998692
293	0.2778486965
294	0.2773942024
295	0.2769044655
296	0.2763877735
297	0.2760513092
298	0.2757128787
299	0.2754052761
300	0.2750241942
301	0.2746551017
302	0.2743144785
303	0.2739623768
304	0.2735894257
305	0.2733021768
306	0.2728880011
307	0.2726119231
308	0.272414519
309	0.2723046965
310	0.2720060617
311	0.271493519
312	0.2710638616
313	0.2705498327
314	0.270276108
315	0.2701131531
316	0.2699167019
317	0.2694165655
318	0.2691240297
319	0.2687435414
320	0.2684001496
321	0.2682287575
322	0.2676717196
323	0.2673141679
324	0.266965674
325	0.266599151
326	0.2664225725
327	0.2660124597
328	0.2657103765
329	0.2652663174
330	0.2649642194
331	0.2647206111
332	0.2645048718
333	0.264079049
334	0.2636518739
335	0.2631121395
336	0.2626157793
337	0.2623359842
338	0.2620498452
339	0.2618819987
340	0.261645166
341	0.2612327442
342	0.2606972035
343	0.2603326122
344	0.2599551602
345	0.2597620525
346	0.2594684957
347	0.2589697649
348	0.2584708841
349	0.2580393453
350	0.2579106129
351	0.2576660173
352	0.257366035
353	0.256974258
354	0.256802164
355	0.2565254547
356	0.256278922
357	0.255848669
358	0.2554957433
359	0.2548718946
360	0.2547029467
361	0.2544853436
362	0.2540072445
363	0.2538497234
364	0.2535537902
365	0.2534687362
366	0.2533055792
367	0.2532193748
368	0.2530686499
369	0.252907596
370	0.2526180471
371	0.252358028
372	0.2522117396
373	0.2519466003
374	0.2518044828
375	0.2515201965
376	0.2509923467
377	0.2506176579
378	0.2503650474
379	0.2501749606
380	0.2498018851
381	0.2495958911
382	0.2492803437
383	0.2491916685
384	0.2488570875
385	0.2482591596
386	0.2478738783
387	0.2474734377
388	0.2472007842
389	0.246660398
390	0.2461826811
391	0.2454698642
392	0.24534886
393	0.2452024128
394	0.2448194349
395	0.2444442806
396	0.2442050823
397	0.2439044935
398	0.2437500903
399	0.2433088403
400	0.2429538231
401	0.2425566754
402	0.2422614105
403	0.2418442059
404	0.241616594
405	0.2413803324
406	0.2410237434
407	0.240864292
408	0.2405602181
409	0.2404433746
410	0.2402071483
411	0.239803962
412	0.2396464799
413	0.2392244777
414	0.2388787427
415	0.2385511763
416	0.2382553167
417	0.2379019951
418	0.2375228477
419	0.2371823648
420	0.2370034637
421	0.2368118408
422	0.236453934
423	0.2362044635
424	0.235858029
425	0.2356380103
426	0.2352106149
427	0.2348695775
428	0.234637407
429	0.2343162404
430	0.2341450402
431	0.2337981709
432	0.2337328862
433	0.2334318436
434	0.2331669077
435	0.2329654201
436	0.2326647625
437	0.2323254592
438	0.2321437429
439	0.2319865497
440	0.2316411088
441	0.2314140352
442	0.2311214363
443	0.2309305069
444	0.2307061361
445	0.2305075018
446	0.230247669
447	0.2300948731
448	0.2297432031
449	0.2293881187
450	0.2291100693
451	0.2288690451
452	0.2284712501
453	0.2281932859
454	0.2278939239
455	0.2277536973
456	0.2272433916
457	0.2268155399
458	0.2265855259
459	0.2265104149
460	0.2263214206
461	0.2261128545
462	0.2259348578
463	0.2254071246
464	0.2250380147
465	0.2248262368
466	0.2246706195
467	0.2243232472
468	0.2241939399
469	0.2237771856
470	0.2235185753
471	0.2233044757
472	0.2230327887
473	0.222767846
474	0.2226013177
475	0.222156423
476	0.2220144265
477	0.2217269312
478	0.2215028997
479	0.2211543265
480	0.2209399061
481	0.2206468824
482	0.220321036
483	0.2201128154
484	0.2197481498
485	0.2194726112
486	0.219274109
487	0.2188538962
488	0.2184370734
489	0.2183066901
490	0.2180104925
491	0.2175576883
492	0.2173189262
493	0.2170076504
494	0.2166999844
495	0.2165882897
496	0.216347861
497	0.2161235113
498	0.2159340198
499	0.2156393781
500	0.2154659441
501	0.2153815663
502	0.2150852723
503	0.2149560164
504	0.2147279206
505	0.2145279226
506	0.214269468
507	0.2141172727
508	0.2139304152
509	0.2137341937
510	0.2134211539
511	0.2132794106
512	0.2131612546
513	0.2129612545
514	0.2127610081
515	0.2125814865
516	0.2124099536
517	0.2121643216
518	0.2118974671
519	0.2117732702
520	0.2113023183
521	0.2110250478
522	0.2108229086
523	0.2105149484
524	0.2101625366
525	0.2099093746
526	0.209700014
527	0.2095579374
528	0.2094292613
529	0.2092262032
530	0.2089306784
531	0.2087618547
532	0.208582331
533	0.2085041014
534	0.2081970036
535	0.207892624
536	0.2076948885
537	0.2072939463
538	0.2070269723
539	0.2067063905
540	0.2064423471
541	0.2062746047
542	0.2059557521
543	0.205779088
544	0.2053860487
545	0.2052311701
546	0.2050436055
547	0.2048841572
548	0.2048121457
549	0.2045490953
550	0.2043708409
551	0.2042026965
552	0.2040809785
553	0.2040726714
554	0.2037637366
555	0.203644633
556	0.2035475957
557	0.2033137435
558	0.2030205261
559	0.2027230782
560	0.2025903515
561	0.2023708435
562	0.2019687715
563	0.2016281289
564	0.2014349049
565	0.2013713508
566	0.201252643
567	0.201076901
568	0.2008191473
569	0.2007062754
570	0.2005061309
571	0.2003661577
572	0.2002722321
573	0.2001187009
574	0.1997148999
575	0.1995417153
576	0.1994139354
577	0.1992679732
578	0.1991212814
579	0.1988863579
580	0.1985862059
581	0.1983860061
582	0.1981397352
583	0.1979709603
584	0.1976495144
585	0.1974607843
586	0.1972550201
587	0.1971067147
588	0.1970863534
589	0.1969988895
590	0.1968982961
591	0.1966168928
592	0.1962526311
593	0.1958968353
594	0.1956321696
595	0.1954003513
596	0.195195182
597	0.194958728
598	0.1947457608
599	0.1943689559
600	0.1941811876
601	0.1940229785
602	0.1939008829
603	0.1935088502
604	0.1932942571
605	0.1930741187
606	0.1928448513
607	0.1925563804
608	0.1922947201
609	0.192030964
610	0.1918170872
611	0.1916387994
612	0.1914457827
613	0.1912862045
614	0.1910312153
615	0.1907468782
616	0.1905788448
617	0.1904534997
618	0.1903084553
619	0.1899563435
620	0.1899331263
621	0.189829157
622	0.1896646766
623	0.1894170238
624	0.1890506465
625	0.1888572939
626	0.188825901
627	0.1886658266
628	0.1884190008
629	0.1882285145
630	0.1879905041
631	0.1877300591
632	0.1875311357
633	0.1872332645
634	0.1868577123
635	0.1867019264
636	0.1864527398
637	0.1862789834
638	0.1861046488
639	0.1858539919
640	0.1858224072
641	0.185527091
642	0.1855090727
643	0.1853168511
644	0.1852016982
645	0.1850466439
646	0.1847395317
647	0.1845697673
648	0.1844447007
649	0.184158308
650	0.1838490656
651	0.1835946764
652	0.1833737694
653	0.1831705064
654	0.1830791225
655	0.1827399525
656	0.1826714774
657	0.1824121609
658	0.182320738
659	0.1822634237
660	0.1820819537
661	0.181840486
662	0.1814990841
663	0.181117406
664	0.1809372088
665	0.1805986763
666	0.1802774851
667	0.1801553852
668	0.1800746469
669	0.1799701276
670	0.179850304
671	0.1797660835
672	0.1795901297
673	0.1795020641
674	0.1793154976
675	0.1792243864
676	0.1788643473
677	0.1786323213
678	0.1785216631
679	0.1784037508
680	0.1782165022
681	0.1779490411
682	0.1778130113
683	0.1776647393
684	0.1774481801
685	0.1773359038
686	0.1770713501
687	0.1768491671
688	0.1766594506
689	0.1763902796
690	0.1761141294
691	0.1759895906
692	0.1757585774
693	0.1756005504
694	0.1755009365
695	0.1752857935
696	0.1750046707
697	0.174829537
698	0.1744810776
699	0.1741309833
700	0.1739625155
701	0.1738392089
702	0.1736327868
703	0.1733793641
704	0.1731712239
705	0.172943558
706	0.1727690629
707	0.1724398602
708	0.1721323656
709	0.1721027325
710	0.1719071817
711	0.1718399199
712	0.1717433095
713	0.1717154173
714	0.1716365357
715	0.1715520307
716	0.1712500694
717	0.1710426888
718	0.1709006063
719	0.1706264745
720	0.1704850339
721	0.1702105542
722	0.170007216
723	0.1697314495
724	0.1694681637
725	0.1692468415
726	0.1691922324
727	0.1691214209
728	0.1687862755
729	0.1686676627
730	0.1683985972
731	0.1681800611
732	0.1679378792
733	0.1676741515
734	0.1674755606
735	0.1673246871
736	0.1670822047
737	0.1668562096
738	0.1667574494
739	0.1665432528
740	0.1665043821
741	0.1662139775
742	0.1660396331
743	0.1657248976
744	0.1656884866
745	0.1655918822
746	0.1654144452
747	0.1652296482
748	0.1649960278
749	0.1648758565
750	0.1646523396
751	0.1644501069
752	0.1642438688
753	0.16405822
754	0.1638231214
755	0.1636610256
756	0.1635457339
757	0.1632551013
758	0.1630163773
759	0.1629961347
760	0.1628699994
761	0.1628088846
762	0.1626522084
763	0.1625254262
764	0.1623081217
765	0.1621750892
766	0.1620878785
767	0.1619700335
768	0.1617750612
769	0.1616123583
770	0.1615953557
771	0.1613140848
772	0.161142775
773	0.161053692
774	0.1609203835
775	0.1607673927
776	0.1606598586
777	0.1604930115
778	0.1603143026
779	0.1602154857
780	0.1599012752
781	0.1597746845
782	0.159558881
783	0.1594009228
784	0.1593046789
785	0.1590962979
786	0.1588823372
787	0.1588571209
788	0.1587410485
789	0.1585730146
790	0.1583834968
791	0.1582071853
792	0.1580301223
793	0.1579878227
794	0.1578189792
795	0.1577371567
796	0.1575522924
797	0.157377946
798	0.1572759877
799	0.1571973175
800	0.1569178867
801	0.1566845244
802	0.1566269571
803	0.1565111642
804	0.1563959171
805	0.1561626656
806	0.1558886091
807	0.1557804298
808	0.1556630316
809	0.1554023845
810	0.1553057577
811	0.1552796992
812	0.155206625
813	0.1550298111
814	0.1549767812
815	0.1547598019
816	0.1545431894
817	0.1544600542
818	0.1544358194
819	0.1543391611
820	0.1539912844
821	0.1538840917
822	0.1536632834
823	0.1535171452
824	0.1534959597
825	0.1534550474
826	0.1533800903
827	0.1531620672
828	0.1529752937
829	0.1527672019
830	0.1526352544
831	0.1526068806
832	0.15249758
833	0.1524589899
834	0.1523671874
835	0.1521918882
836	0.1520301238
837	0.1520071494
838	0.1519327767
839	0.1519180886
840	0.151712947
841	0.1515467325
842	0.1512554271
843	0.1512198312
844	0.1510229482
845	0.1507924413
846	0.1506544656
847	0.1505779042
848	0.1504498285
849	0.150268517
850	0.1502545498
851	0.1501287435
852	0.149954608
853	0.149861748
854	0.1496333722
855	0.1494831964
856	0.1494143371
857	0.1492585546
858	0.1490190272
859	0.1488128086
860	0.1487939112
861	0.1487041775
862	0.1486447385
863	0.1485003107
864	0.1484588525
865	0.1483861669
866	0.1482836698
867	0.1481684306
868	0.1479394681
869	0.1478053162
870	0.1476161029
871	0.1473871836
872	0.1471126539
873	0.1470985252
874	0.1468953833
875	0.1467409332
876	0.1466607625
877	0.1465150289
878	0.1463047995
879	0.1461224636
880	0.1459435827
881	0.1458938604
882	0.1456997553
883	0.1455220591
884	0.145389371
885	0.1451982478
886	0.1451403846
887	0.1449640417
888	0.1448986635
889	0.144754179
890	0.144591393
891	0.1445168846
892	0.1443956416
893	0.1442120004
894	0.1441048183
895	0.1439020626
896	0.1437250501
897	0.1435624239
898	0.1434555599
899	0.1433582254
900	0.1433445375
901	0.1431930602
902	0.1431464242
903	0.1430286426
904	0.1430161307
905	0.1428323275
906	0.1428171877
907	0.1427909415
908	0.1426084236
909	0.1424892474
910	0.142443761
911	0.1423453779
912	0.1421369424
913	0.141982828
914	0.1417836225
915	0.1417352284
916	0.1415428597
917	0.1414343762
918	0.1413417299
919	0.1413294527
920	0.1410288343
921	0.1407880401
922	0.1406321913
923	0.1406134013
924	0.1405621446
925	0.1404589033
926	0.1402972005
927	0.1402855291
928	0.1401012351
929	0.1400528623
930	0.1399126295
931	0.1397777931
932	0.1396638665
933	0.1395726282
934	0.1394040932
935	0.1393008161
936	0.1392908859
937	0.1391286502
938	0.1389897545
939	0.138942396
940	0.1387751672
941	0.1387052522
942	0.1385357665
943	0.1383283002
944	0.1383160613
945	0.1381804403
946	0.1380234697
947	0.1378740285
948	0.137698795
949	0.1376875569
950	0.1375149513
951	0.1373026604
952	0.1371349835
953	0.1369421636
954	0.1369321677
955	0.1367140508
956	0.1364884071
957	0.1363877601
958	0.1362221935
959	0.1361011315
960	0.1359866187
961	0.1358448196
962	0.1357668821
963	0.1356401223
964	0.1354738237
965	0.1352603183
966	0.1351726874
967	0.1351288257
968	0.1349814932
969	0.1348800528
970	0.1347377081
971	0.1347083194
972	0.1346962692
973	0.1346434287
974	0.1345474399
975	0.1345075595
976	0.1344331232
977	0.1342882207
978	0.1341632626
979	0.1341532302
980	0.1340041461
981	0.133793912
982	0.1336110544
983	0.1334357694
984	0.1333950173
985	0.1331894561
986	0.1330762813
987	0.1329223876
988	0.132870761
989	0.1326020971
990	0.1324773157
991	0.1322847011
992	0.1321799793
993	0.1320855356
994	0.1319125541
995	0.131726931
996	0.1315501427
997	0.1313839978
998	0.1312034664
999	0.1309994761
